"concept_code_1","concept_code_2","relationship_id"
"120-1182-1","120-1182","value of item"
"120-1182-9","120-1182","value of item"
"120-1182-8","120-1182","value of item"
"120-1182-0","120-1182","value of item"
"61-1182-1","61-1182","value of item"
"61-1182-9","61-1182","value of item"
"61-1182-8","61-1182","value of item"
"61-1182-0","61-1182","value of item"
"102-1182-1","102-1182","value of item"
"102-1182-9","102-1182","value of item"
"102-1182-8","102-1182","value of item"
"102-1182-0","102-1182","value of item"
"143-1182-1","143-1182","value of item"
"143-1182-9","143-1182","value of item"
"143-1182-8","143-1182","value of item"
"143-1182-0","143-1182","value of item"
"145-1182-1","145-1182","value of item"
"145-1182-9","145-1182","value of item"
"145-1182-8","145-1182","value of item"
"145-1182-0","145-1182","value of item"
"13-1182-1","13-1182","value of item"
"13-1182-9","13-1182","value of item"
"13-1182-8","13-1182","value of item"
"13-1182-0","13-1182","value of item"
"99-1182-1","99-1182","value of item"
"99-1182-9","99-1182","value of item"
"99-1182-8","99-1182","value of item"
"99-1182-0","99-1182","value of item"
"52-1182-1","52-1182","value of item"
"52-1182-9","52-1182","value of item"
"52-1182-8","52-1182","value of item"
"52-1182-0","52-1182","value of item"
"123-1182-1","123-1182","value of item"
"123-1182-9","123-1182","value of item"
"123-1182-8","123-1182","value of item"
"123-1182-0","123-1182","value of item"
"45-1182-1","45-1182","value of item"
"45-1182-9","45-1182","value of item"
"45-1182-8","45-1182","value of item"
"45-1182-0","45-1182","value of item"
"129-1182-1","129-1182","value of item"
"129-1182-9","129-1182","value of item"
"129-1182-8","129-1182","value of item"
"129-1182-0","129-1182","value of item"
"27-1182-1","27-1182","value of item"
"27-1182-9","27-1182","value of item"
"27-1182-8","27-1182","value of item"
"27-1182-0","27-1182","value of item"
"4-1182-1","4-1182","value of item"
"4-1182-9","4-1182","value of item"
"4-1182-8","4-1182","value of item"
"4-1182-0","4-1182","value of item"
"95-1182-1","95-1182","value of item"
"95-1182-9","95-1182","value of item"
"95-1182-8","95-1182","value of item"
"95-1182-0","95-1182","value of item"
"35-1182-1","35-1182","value of item"
"35-1182-9","35-1182","value of item"
"35-1182-8","35-1182","value of item"
"35-1182-0","35-1182","value of item"
"101-1182-1","101-1182","value of item"
"101-1182-9","101-1182","value of item"
"101-1182-8","101-1182","value of item"
"101-1182-0","101-1182","value of item"
"149-1182-1","149-1182","value of item"
"149-1182-9","149-1182","value of item"
"149-1182-8","149-1182","value of item"
"149-1182-0","149-1182","value of item"
"47-1182-1","47-1182","value of item"
"47-1182-9","47-1182","value of item"
"47-1182-8","47-1182","value of item"
"47-1182-0","47-1182","value of item"
"126-1182-1","126-1182","value of item"
"126-1182-9","126-1182","value of item"
"126-1182-8","126-1182","value of item"
"126-1182-0","126-1182","value of item"
"144-1182-1","144-1182","value of item"
"144-1182-9","144-1182","value of item"
"144-1182-8","144-1182","value of item"
"144-1182-0","144-1182","value of item"
"24-1182-1","24-1182","value of item"
"24-1182-9","24-1182","value of item"
"24-1182-8","24-1182","value of item"
"24-1182-0","24-1182","value of item"
"48-1182-1","48-1182","value of item"
"48-1182-9","48-1182","value of item"
"48-1182-8","48-1182","value of item"
"48-1182-0","48-1182","value of item"
"82-1182-1","82-1182","value of item"
"82-1182-9","82-1182","value of item"
"82-1182-8","82-1182","value of item"
"82-1182-0","82-1182","value of item"
"133-1182-1","133-1182","value of item"
"133-1182-9","133-1182","value of item"
"133-1182-8","133-1182","value of item"
"133-1182-0","133-1182","value of item"
"14-1182-1","14-1182","value of item"
"14-1182-9","14-1182","value of item"
"14-1182-8","14-1182","value of item"
"14-1182-0","14-1182","value of item"
"116-1182-1","116-1182","value of item"
"116-1182-9","116-1182","value of item"
"116-1182-8","116-1182","value of item"
"116-1182-0","116-1182","value of item"
"8-1182-1","8-1182","value of item"
"8-1182-9","8-1182","value of item"
"8-1182-8","8-1182","value of item"
"8-1182-0","8-1182","value of item"
"83-1182-1","83-1182","value of item"
"83-1182-9","83-1182","value of item"
"83-1182-8","83-1182","value of item"
"83-1182-0","83-1182","value of item"
"28-1182-1","28-1182","value of item"
"28-1182-9","28-1182","value of item"
"28-1182-8","28-1182","value of item"
"28-1182-0","28-1182","value of item"
"41-1182-1","41-1182","value of item"
"41-1182-9","41-1182","value of item"
"41-1182-8","41-1182","value of item"
"41-1182-0","41-1182","value of item"
"128-1182-1","128-1182","value of item"
"128-1182-9","128-1182","value of item"
"128-1182-8","128-1182","value of item"
"128-1182-0","128-1182","value of item"
"44-1182-1","44-1182","value of item"
"44-1182-9","44-1182","value of item"
"44-1182-8","44-1182","value of item"
"44-1182-0","44-1182","value of item"
"108-1182-1","108-1182","value of item"
"108-1182-9","108-1182","value of item"
"108-1182-8","108-1182","value of item"
"108-1182-0","108-1182","value of item"
"105-1182-1","105-1182","value of item"
"105-1182-9","105-1182","value of item"
"105-1182-8","105-1182","value of item"
"105-1182-0","105-1182","value of item"
"76-1182-1","76-1182","value of item"
"76-1182-9","76-1182","value of item"
"76-1182-8","76-1182","value of item"
"76-1182-0","76-1182","value of item"
"57-1182-1","57-1182","value of item"
"57-1182-9","57-1182","value of item"
"57-1182-8","57-1182","value of item"
"57-1182-0","57-1182","value of item"
"100-1182-1","100-1182","value of item"
"100-1182-9","100-1182","value of item"
"100-1182-8","100-1182","value of item"
"100-1182-0","100-1182","value of item"
"150-1182-1","150-1182","value of item"
"150-1182-9","150-1182","value of item"
"150-1182-8","150-1182","value of item"
"150-1182-0","150-1182","value of item"
"107-1182-1","107-1182","value of item"
"107-1182-9","107-1182","value of item"
"107-1182-8","107-1182","value of item"
"107-1182-0","107-1182","value of item"
"53-1182-1","53-1182","value of item"
"53-1182-9","53-1182","value of item"
"53-1182-8","53-1182","value of item"
"53-1182-0","53-1182","value of item"
"10-1182-1","10-1182","value of item"
"10-1182-9","10-1182","value of item"
"10-1182-8","10-1182","value of item"
"10-1182-0","10-1182","value of item"
"72-1182-1","72-1182","value of item"
"72-1182-9","72-1182","value of item"
"72-1182-8","72-1182","value of item"
"72-1182-0","72-1182","value of item"
"34-1182-1","34-1182","value of item"
"34-1182-9","34-1182","value of item"
"34-1182-8","34-1182","value of item"
"34-1182-0","34-1182","value of item"
"139-1182-1","139-1182","value of item"
"139-1182-9","139-1182","value of item"
"139-1182-8","139-1182","value of item"
"139-1182-0","139-1182","value of item"
"77-1182-1","77-1182","value of item"
"77-1182-9","77-1182","value of item"
"77-1182-8","77-1182","value of item"
"77-1182-0","77-1182","value of item"
"124-1182-1","124-1182","value of item"
"124-1182-9","124-1182","value of item"
"124-1182-8","124-1182","value of item"
"124-1182-0","124-1182","value of item"
"113-1182-1","113-1182","value of item"
"113-1182-9","113-1182","value of item"
"113-1182-8","113-1182","value of item"
"113-1182-0","113-1182","value of item"
"137-1182-1","137-1182","value of item"
"137-1182-9","137-1182","value of item"
"137-1182-8","137-1182","value of item"
"137-1182-0","137-1182","value of item"
"36-1182-1","36-1182","value of item"
"36-1182-9","36-1182","value of item"
"36-1182-8","36-1182","value of item"
"36-1182-0","36-1182","value of item"
"59-1182-1","59-1182","value of item"
"59-1182-9","59-1182","value of item"
"59-1182-8","59-1182","value of item"
"59-1182-0","59-1182","value of item"
"88-1182-1","88-1182","value of item"
"88-1182-9","88-1182","value of item"
"88-1182-8","88-1182","value of item"
"88-1182-0","88-1182","value of item"
"146-1182-1","146-1182","value of item"
"146-1182-9","146-1182","value of item"
"146-1182-8","146-1182","value of item"
"146-1182-0","146-1182","value of item"
"54-1182-1","54-1182","value of item"
"54-1182-9","54-1182","value of item"
"54-1182-8","54-1182","value of item"
"54-1182-0","54-1182","value of item"
"147-1182-1","147-1182","value of item"
"147-1182-9","147-1182","value of item"
"147-1182-8","147-1182","value of item"
"147-1182-0","147-1182","value of item"
"15-1182-1","15-1182","value of item"
"15-1182-9","15-1182","value of item"
"15-1182-8","15-1182","value of item"
"15-1182-0","15-1182","value of item"
"25-1182-1","25-1182","value of item"
"25-1182-9","25-1182","value of item"
"25-1182-8","25-1182","value of item"
"25-1182-0","25-1182","value of item"
"68-1182-1","68-1182","value of item"
"68-1182-9","68-1182","value of item"
"68-1182-8","68-1182","value of item"
"68-1182-0","68-1182","value of item"
"31-1182-1","31-1182","value of item"
"31-1182-9","31-1182","value of item"
"31-1182-8","31-1182","value of item"
"31-1182-0","31-1182","value of item"
"69-1182-1","69-1182","value of item"
"69-1182-9","69-1182","value of item"
"69-1182-8","69-1182","value of item"
"69-1182-0","69-1182","value of item"
"89-1182-1","89-1182","value of item"
"89-1182-9","89-1182","value of item"
"89-1182-8","89-1182","value of item"
"89-1182-0","89-1182","value of item"
"66-1182-1","66-1182","value of item"
"66-1182-9","66-1182","value of item"
"66-1182-8","66-1182","value of item"
"66-1182-0","66-1182","value of item"
"79-1182-1","79-1182","value of item"
"79-1182-9","79-1182","value of item"
"79-1182-8","79-1182","value of item"
"79-1182-0","79-1182","value of item"
"38-1182-1","38-1182","value of item"
"38-1182-9","38-1182","value of item"
"38-1182-8","38-1182","value of item"
"38-1182-0","38-1182","value of item"
"114-1182-1","114-1182","value of item"
"114-1182-9","114-1182","value of item"
"114-1182-8","114-1182","value of item"
"114-1182-0","114-1182","value of item"
"73-1182-1","73-1182","value of item"
"73-1182-9","73-1182","value of item"
"73-1182-8","73-1182","value of item"
"73-1182-0","73-1182","value of item"
"75-1182-1","75-1182","value of item"
"75-1182-9","75-1182","value of item"
"75-1182-8","75-1182","value of item"
"75-1182-0","75-1182","value of item"
"6-1182-1","6-1182","value of item"
"6-1182-9","6-1182","value of item"
"6-1182-8","6-1182","value of item"
"6-1182-0","6-1182","value of item"
"152-1182-1","152-1182","value of item"
"152-1182-9","152-1182","value of item"
"152-1182-8","152-1182","value of item"
"152-1182-0","152-1182","value of item"
"67-1182-1","67-1182","value of item"
"67-1182-9","67-1182","value of item"
"67-1182-8","67-1182","value of item"
"67-1182-0","67-1182","value of item"
"87-1182-1","87-1182","value of item"
"87-1182-9","87-1182","value of item"
"87-1182-8","87-1182","value of item"
"87-1182-0","87-1182","value of item"
"65-1182-1","65-1182","value of item"
"65-1182-9","65-1182","value of item"
"65-1182-8","65-1182","value of item"
"65-1182-0","65-1182","value of item"
"9-1182-1","9-1182","value of item"
"9-1182-9","9-1182","value of item"
"9-1182-8","9-1182","value of item"
"9-1182-0","9-1182","value of item"
"80-1182-1","80-1182","value of item"
"80-1182-9","80-1182","value of item"
"80-1182-8","80-1182","value of item"
"80-1182-0","80-1182","value of item"
"30-1182-1","30-1182","value of item"
"30-1182-9","30-1182","value of item"
"30-1182-8","30-1182","value of item"
"30-1182-0","30-1182","value of item"
"127-1182-1","127-1182","value of item"
"127-1182-9","127-1182","value of item"
"127-1182-8","127-1182","value of item"
"127-1182-0","127-1182","value of item"
"81-1182-1","81-1182","value of item"
"81-1182-9","81-1182","value of item"
"81-1182-8","81-1182","value of item"
"81-1182-0","81-1182","value of item"
"131-1182-1","131-1182","value of item"
"131-1182-9","131-1182","value of item"
"131-1182-8","131-1182","value of item"
"131-1182-0","131-1182","value of item"
"130-1182-1","130-1182","value of item"
"130-1182-9","130-1182","value of item"
"130-1182-8","130-1182","value of item"
"130-1182-0","130-1182","value of item"
"71-1182-1","71-1182","value of item"
"71-1182-9","71-1182","value of item"
"71-1182-8","71-1182","value of item"
"71-1182-0","71-1182","value of item"
"58-1182-1","58-1182","value of item"
"58-1182-9","58-1182","value of item"
"58-1182-8","58-1182","value of item"
"58-1182-0","58-1182","value of item"
"85-1182-1","85-1182","value of item"
"85-1182-9","85-1182","value of item"
"85-1182-8","85-1182","value of item"
"85-1182-0","85-1182","value of item"
"98-1182-1","98-1182","value of item"
"98-1182-9","98-1182","value of item"
"98-1182-8","98-1182","value of item"
"98-1182-0","98-1182","value of item"
"46-1182-1","46-1182","value of item"
"46-1182-9","46-1182","value of item"
"46-1182-8","46-1182","value of item"
"46-1182-0","46-1182","value of item"
"22-1182-1","22-1182","value of item"
"22-1182-9","22-1182","value of item"
"22-1182-8","22-1182","value of item"
"22-1182-0","22-1182","value of item"
"90-1182-1","90-1182","value of item"
"90-1182-9","90-1182","value of item"
"90-1182-8","90-1182","value of item"
"90-1182-0","90-1182","value of item"
"91-1182-1","91-1182","value of item"
"91-1182-9","91-1182","value of item"
"91-1182-8","91-1182","value of item"
"91-1182-0","91-1182","value of item"
"148-1182-1","148-1182","value of item"
